id,value
0,0.7457745476492156
1,0.6650845859803762
2,0.6080271106721588
3,0.7619618776380981
4,0.6019658117946032
5,0.5851019275270851
6,0.8447876457202984
7,0.5063409733837466
8,0.5564029236504943
9,0.5937417083976934
10,0.5303399331289015
11,0.7686637087525151
12,0.6406632023596434
13,0.5607952754284756
14,0.7375903527990355
15,0.6476143247513355
16,0.7444722884965971
17,0.7059346706533364
18,0.8448023228448944
19,0.8000834030779628
20,0.6369161445386508
21,0.8219642835386411
22,0.509334426069118
23,0.5488599035078926
24,0.5083384227482792
25,0.5639375835931868
26,0.6948293323224208
27,0.8379146806202908
28,0.5450715311073899
29,0.4623689007588331
30,0.6245244844246906
31,0.6756785764115896
32,0.6108026889422866
33,0.7842542651482206
34,0.7433285016196522
35,0.7237129725386898
36,0.7931739458159169
37,0.6968383970667302
38,0.7430244784747045
39,0.6552322743534885
40,0.776941261210474
41,0.8624628792653618
42,0.6308003550356702
43,0.7911102058101663
44,0.8195883078116984
45,0.7440126080525736
46,0.7580605112824729
47,0.7528055818133401
48,0.6417421778175123
49,0.6270112086031907
50,0.7572998281379658
51,0.6515780927842126
52,0.5207187229630549
53,0.6650330568386729
54,0.8628189596839672
55,0.6544317524627858
56,0.7360080904190711
57,0.6133868784755073
58,0.602048598914312
59,0.6757323816001405
60,0.7017152428436372
61,0.6448591934431629
62,0.7009569088773417
63,0.6802499870931331
64,0.7328344936282015
65,0.9019997624277711
66,0.48099168256414204
67,0.563452025683363
68,0.6361927092449238
69,0.8396791960783934
70,0.6569282649850049
71,0.5811923034895932
72,0.5445894660080063
73,0.6121928530323629
74,0.6500131064392326
75,0.6172727266444987
76,0.7521085409638686
77,0.8830184397232915
78,0.566154020708338
79,0.6943527854445211
80,0.579169467284332
81,0.6593112564317145
82,0.6030119976883359
83,0.7616833013522745
84,0.6396433578168942
85,0.5545597236040518
86,0.9007140630261532
87,0.5822802328734182
88,0.8204904711236669
89,0.5979610731966292
90,0.6523009721254873
91,0.694785130412817
92,0.8307040835376982
93,0.6824410084281892
94,0.7809656855472036
95,0.8079562355564689
96,0.5853798574879157
97,0.5842858639032381
98,0.5932772309866932
99,0.5180147389729137
100,0.7242983132678532
101,0.6310536173517853
102,0.864598026629709
103,0.8353160213230463
104,0.6951303247180717
105,0.7385546133992653
106,0.6954136798463086
107,0.5368039084432292
108,0.7866592464527932
109,0.7521722471377584
110,0.6852232712222497
111,0.4790929685327625
112,0.7151712156125737
113,0.6933989984468156
114,0.8608729506826083
115,0.6150178305285228
116,0.5881857307254127
117,0.7370959010847051
118,0.9247424916847692
119,0.6923093422104649
120,0.7498868106913084
121,0.8130829683852876
122,0.4852433124218453
123,0.7585168380091999
124,0.6635642367579334
125,0.5784243094265956
126,0.7896825457664637
127,0.7744792869559237
128,0.6795034566422754
129,0.8468895233490461
130,0.7701423516744063
131,0.5653393621114844
132,0.6636336171838003
133,0.687357714596793
134,0.4385897248259271
135,0.5523727081327049
136,0.7411722782868329
137,0.6737037554415007
138,0.6813522723142131
139,0.7944313357425402
140,0.5170492619223702
141,0.7272782323399466
142,0.7408445628945695
143,0.4588515396065157
144,0.7687702744159718
145,0.5935927600186784
146,0.8216681495776254
147,0.6561328729389122
148,0.6812397203882914
149,0.6863130564515958
150,0.781139981640993
151,0.8041294024171499
152,0.7547809450265062
153,0.6517644952403946
154,0.6298797975725539
155,0.8141663784847553
156,0.7731082689914974
157,0.4844587438253738
158,0.6059355138451507
159,0.7003874325905929
160,0.5547084497369674
161,0.6014087613569068
162,0.7839046632711812
163,0.68663798638763
164,0.704757991273833
165,0.6592951613803625
166,0.7735535069812418
167,0.6580446489490577
168,0.6912966611992857
169,0.6116338415770339
170,0.856398841604517
171,0.5989817903406661
172,0.7892460050105037
173,0.639069429405869
174,0.5703056252978163
175,0.7749466664438146
176,0.8003034173102738
177,0.7818309416528612
178,0.7338743333596863
179,0.8288361316959388
180,0.4751410384404049
181,0.5875505137391898
182,0.7997349649351939
183,0.5369778161022267
184,0.7017736598068299
185,0.6588216180364944
186,0.8714917399295284
187,0.5648856129198703
188,0.6057829595732499
189,0.8157993948422981
190,0.6215379964029949
191,0.6900054544920744
192,0.7456174739903838
193,0.8340672516813781
194,0.663216926318368
195,0.6615131905857685
196,0.8045528723046061
197,0.7006876701533279
198,0.7491238623163703
199,0.762475583190293
200,0.7081147652511819
201,0.7690919995598988
202,0.7093068665234015
203,0.9142099736265932
204,0.5835333109460666
205,0.7500698963655648
206,0.8095109421131359
207,0.6085695020884144
208,0.7688530961703128
209,0.7756306231464084
210,0.8319511104305056
211,0.6399050756776509
212,0.7229100339852867
213,0.5871831435036248
214,0.5947942659434305
215,0.7487509749603243
216,0.6690349065569078
217,0.8078758990052293
218,0.674769823602228
219,0.7295333499058927
220,0.7177913609351786
221,0.658733173291735
222,0.9043152913708427
223,0.6138438700233145
224,0.6895379530482754
225,0.5967406898787531
226,0.8559696466893024
227,0.6576018958313848
228,0.76022139537394
229,0.6692403814465221
230,0.6132194756041363
231,0.7307915945610454
232,0.7763463339893163
