id,value
0,0.6269616791279153
1,0.46959850042847634
2,0
3,0.8636214326062561
4,0.2722738474674954
5,0.5770951360305577
6,0.8448592214265329
7,0.4132480418599722
8,0.7143786456433275
9,0.5555050089828425
10,0.5960740633748861
11,0
12,0.19708004013320934
13,0.219323695551065
14,0
15,0
16,0.6330651606921527
17,0.8521657581586097
18,0.39893670199418907
19,0.47767474447008457
20,0.3655299802445995
21,0.5066051755082053
22,0.529981451080235
23,0.65971033992389
24,0.5016074123881148
25,0.3756978662316069
26,0.6207592142538421
27,0.5033985462476505
28,0.570844087565621
29,0.833567632309052
30,0.5499406931684517
31,0.5990988306996707
32,0.4449119411060075
33,0.4276609411323339
34,0.26791458117748657
35,0.7906153561312821
36,0.6556528374613417
37,0.4187660015290886
38,0.5393194340078628
39,0.8381655745977648
40,1
41,0.34811673518145
42,0.6786362068988446
43,0.20026253627960072
44,0.9889475747926427
45,0.41597327397820105
46,1
47,0.48082697323948675
48,0.5137317228661203
49,0.5572044916637671
50,0.42924235505352626
51,0.27984117540364545
52,0.3036092870912281
53,0.6728567063033111
54,0.31987443557669726
55,0.5734388737713385
56,0.7813474696672775
57,0.8538759397096223
58,0.9094646967325636
59,0.2723542910839267
60,0.9078850003810697
61,0.36951807156962246
62,0.2250175420584946
63,0.2807778900181963
64,0.5351212631937967
65,0.5775553531763239
66,0.48792888568690096
67,0.1090573780780193
68,0.8873378635474165
69,0.8099494009360861
70,0.08418777339782041
71,1
72,0.26971514159985666
73,0.35320459089953327
74,0.7323825818769549
75,0.6040981558970395
76,0.08140263927315089
77,0.9756959767109823
78,0.7882044213608601
79,0.7430838554728083
80,0.7380160625730036
81,0.9882604237595083
82,0.1398091618460653
83,0.34957358522503934
84,0.38274450425558837
85,0
86,0.13710062251683863
87,0.08674329035820971
88,0.4332034100615954
89,0.01734157524069141
90,0.8075727898945603
91,0.30482085028814954
92,0.8185545047901588
93,0.620103534872316
94,0.2558129138115195
95,0.8880315653021322
96,0.576764531879674
97,0.4454601378875259
98,0.5737577407882832
99,0.19437096435607265
100,0.75679313516156
101,1
102,0.7431323816192926
103,0.5322020398193302
104,0.33422513316308483
105,0.06428242443161591
106,0.43323302893012705
107,0.7315744554492342
108,0.9968166858777968
109,0
110,0.18993173532245816
111,0.5043108401032586
112,0.6806756840970887
113,0.5426842608940681
114,0.22787521820507767
115,0.5432903250694051
116,0.10874403162920887
117,0.5038934007718835
118,0.4846917616264828
119,0.03932050064525
120,0.7869872753640684
121,0.481138818993029
122,0.46447510337371467
123,0.4954176048080594
124,0.6324641949633355
125,0.25463297332631707
126,0.9855895367548813
127,0.3844532369298762
128,0.17305467722085333
129,0.7486999118429133
130,0.4275557229720288
131,1
132,0.591450307353933
133,0.9054552131692248
134,0.9954377774395643
135,1
136,0.5750624809986662
137,0.6407232785807049
138,0.8199808581762005
139,0.6699085960588725
140,0.8691995224423089
141,0.6166499965766783
142,0.8028038025160766
143,0.9123581227155806
144,0.46189863591510494
145,0.04848008531841291
146,0.5417715610933582
147,0.4802396894725691
148,0.3118994173890496
149,0
150,0.4012417711801469
151,0.28235754604680946
152,0.23462893331125345
153,0.28220697976747144
154,0.62939997404444
155,0.6050188098973224
156,0.4063816548870828
157,0.6823795631529777
158,0.6221173104482577
159,0.3733998358754703
160,0.36246353712596396
161,0.27909934665810926
162,0.43178981903523106
163,0.6176417946453107
164,0.16043328195372641
165,0.1576647956948713
166,0.8051694460370631
167,0.3960983591013322
168,0.7833266940197748
169,0.7303349855833786
170,0.47118267951892306
171,0.6173949208126488
172,0.8362699567296112
173,0.7871434446822271
174,0.7368879531878851
175,0.6823177774422993
176,0.7393768882797762
177,0.5445325119098309
178,0.6280475939423406
179,0.5321555477527313
180,0.8236630160687451
181,0.044629276176265886
182,0.3255563268583399
183,0.9437519245034729
184,0.976007823472995
185,0.38747838559061465
186,0.19127528503254487
187,0.44513500016132446
188,0.39025440254960675
189,0.8535865536815305
190,0.5877382894614359
191,0.1818317967448098
192,0.7387763667520327
193,0.8638995109986025
194,0.5273130877642512
195,0.34180962839512524
196,0.8064022505300437
197,0.12457099643490915
198,0.657212391061185
199,0.9849197316802817
200,0.5585098088047681
201,0.9479485982294193
202,1
203,0.5737301073049133
204,0.4182870578316666
205,0.5122218429139207
206,0.3986553113347776
207,0.49962295701017345
208,0.9859945911715076
209,0.4816162250612923
210,0.16670085706256993
211,0.5501090406411626
212,0.398526463701144
213,0.5011082832838989
214,0.4210915691605427
215,0.22188357774942008
216,0.32843974607967796
217,0.5160759400880761
218,0.5713668290179004
219,0.5181126388638135
220,0.604227017300773
221,0.2307058668059293
222,0.5353884296482934
223,0.6126638337338051
224,0.22629907724113424
225,0.7612826050069672
226,0.737031428784137
227,0.38689116567941534
228,0.36964895926486774
229,0.8447725481707914
230,0.13175531948317915
231,0.5454978291099212
232,0.17414541211757806
233,1
234,0.3351132453803593
235,0.8147596225713031
236,0.24872139236660906
237,0.8081872419843047
238,0.5703407727689239
239,0.7609850000441704
240,0.648131077907713
241,0.7833705750684146
242,0.2960496843801985
243,0
244,0.47879641132701634
245,0.34307585939074614
246,0.7126678572194364
247,0.4945655152793992
248,0.5725521239034563
249,0.7018060514431035
250,0.6803170837716497
251,0.5014153658421182
252,0.6221837730159828
253,0.582735587528576
254,0.444943647563114
255,0.5864333136845846
256,0.38654557082315355
257,0.723626271639165
258,0.2996417679193493
259,0.31993498078966853
260,0.7138165213767493
261,0.6677759289163742
262,0.8763534266195487
263,0.20333554062030257
264,0.2601763538186152
265,0.23707164311670015
266,0.6976035537653168
267,0.5374486453827149
268,1
269,0.5488905701490596
270,0.6578511540456816
271,0.8425693148969116
272,0.6909910854727794
273,0.2867150665032725
274,0.48518918295982566
275,0.7302821883000408
276,0.3282651403086546
277,0.34166514496583894
278,0.543767092535212
279,0.8425741202914775
280,1
281,0.6675035310968206
